plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	7h_up_dir	7h_up_dff	7h_up_scat	7h_bottom_dir	7h_bottom_dff	7h_bottom_scat	7h_totalPPFD	8h_up_dir	8h_up_dff	8h_up_scat	8h_bottom_dir	8h_bottom_dff	8h_bottom_scat	8h_totalPPFD	9h_up_dir	9h_up_dff	9h_up_scat	9h_bottom_dir	9h_bottom_dff	9h_bottom_scat	9h_totalPPFD	10h_up_dir	10h_up_dff	10h_up_scat	10h_bottom_dir	10h_bottom_dff	10h_bottom_scat	10h_totalPPFD	11h_up_dir	11h_up_dff	11h_up_scat	11h_bottom_dir	11h_bottom_dff	11h_bottom_scat	11h_totalPPFD	12h_up_dir	12h_up_dff	12h_up_scat	12h_bottom_dir	12h_bottom_dff	12h_bottom_scat	12h_totalPPFD	13h_up_dir	13h_up_dff	13h_up_scat	13h_bottom_dir	13h_bottom_dff	13h_bottom_scat	13h_totalPPFD	14h_up_dir	14h_up_dff	14h_up_scat	14h_bottom_dir	14h_bottom_dff	14h_bottom_scat	14h_totalPPFD	15h_up_dir	15h_up_dff	15h_up_scat	15h_bottom_dir	15h_bottom_dff	15h_bottom_scat	15h_totalPPFD	16h_up_dir	16h_up_dff	16h_up_scat	16h_bottom_dir	16h_bottom_dff	16h_bottom_scat	16h_totalPPFD	17h_up_dir	17h_up_dff	17h_up_scat	17h_bottom_dir	17h_bottom_dff	17h_bottom_scat	17h_totalPPFD	18h_up_dir	18h_up_dff	18h_up_scat	18h_bottom_dir	18h_bottom_dff	18h_bottom_scat	18h_totalPPFD	
2	1.00	2.00	0.67	0.00	1.42	17.63	21.96	2.41	15.97	22.53	0.75	17.33	21.97	0.00	0.0000	0.0000	0.7354	21.31	0.00	0.00	0.00	171.04	0.00	192.35	0.00	0.00	0.00	64.02	321.14	0.00	385.16	0.00	0.00	0.00	399.92	379.31	0.00	779.24	0.00	0.00	0.00	818.86	407.49	0.00	1226.34	0.00	0.00	0.00	1227.44	422.39	0.00	1649.83	0.00	0.00	0.00	1490.06	429.85	0.00	1919.91	0.00	0.00	0.00	1647.17	432.13	0.00	2079.30	0.00	0.00	0.00	1760.98	429.85	0.00	2190.83	0.00	0.00	0.00	1643.19	422.39	0.00	2065.57	0.00	0.00	0.00	1421.41	407.49	0.00	1828.90	0.00	0.00	0.00	1019.81	379.31	0.00	1399.12	0.00	0.00	0.00	520.68	321.14	0.00	841.82	0.00	0.00	0.00	47.25	171.04	0.00	218.29	
2	1.00	2.00	0.95	0.00	4.03	16.68	22.50	4.42	15.80	22.79	2.41	15.97	22.53	0.00	0.0000	0.0000	0.8892	24.85	1.73	0.00	0.00	144.91	0.00	171.48	0.00	3.24	0.00	60.00	272.07	0.00	335.32	0.00	3.83	0.00	388.64	321.36	0.00	713.82	0.00	4.11	0.00	817.79	345.23	0.00	1167.12	0.00	4.26	0.00	1293.49	357.85	0.00	1655.60	0.00	4.34	0.00	1512.42	364.17	0.00	1880.93	0.00	4.36	0.00	1673.66	366.11	0.00	2044.12	0.00	4.34	0.00	1717.81	364.17	0.00	2086.32	0.00	4.26	0.00	1653.70	357.85	0.00	2015.82	0.00	4.11	0.00	1418.35	345.23	0.00	1767.68	0.00	3.83	0.00	1008.80	321.36	0.00	1333.99	0.00	3.24	0.00	529.45	272.07	0.00	804.76	0.00	1.73	0.00	53.09	144.91	0.00	199.73	
7	1.00	3.00	0.51	0.00	12.22	0.54	18.53	10.33	0.50	19.22	10.31	0.64	19.22	0.00	0.0000	0.0000	0.1414	0.00	0.00	0.00	21.37	151.89	0.00	173.26	0.00	0.00	0.00	266.38	285.18	0.00	551.56	0.00	0.00	0.00	624.04	336.84	0.00	960.88	0.00	0.00	0.00	964.33	361.86	0.00	1326.19	0.00	0.00	0.00	1132.70	375.09	0.00	1507.79	0.00	0.00	0.00	1291.71	381.72	0.00	1673.43	0.00	0.00	0.00	856.75	383.75	0.00	1240.49	0.00	0.00	0.00	1526.57	381.72	0.00	1908.29	0.00	0.00	0.00	1132.70	375.09	0.00	1507.79	0.00	0.00	0.00	1044.69	361.86	0.00	1406.55	0.00	0.00	0.00	676.04	336.84	0.00	1012.89	0.00	0.00	0.00	355.17	285.18	0.00	640.36	0.00	0.00	0.00	37.40	151.89	0.00	189.29	
8	1.00	2.00	0.10	0.00	19.15	21.28	17.77	18.56	19.38	17.94	19.64	21.13	17.76	0.00	0.0000	0.0000	0.5117	9.23	158.88	0.00	0.00	0.00	0.00	168.10	251.47	298.30	0.00	0.00	0.00	0.00	549.78	646.59	352.34	0.00	0.00	0.00	0.00	998.93	1021.39	378.51	0.00	0.00	0.00	0.00	1399.90	1337.24	392.35	0.00	0.00	0.00	0.00	1729.59	1589.86	399.28	0.00	0.00	0.00	0.00	1989.14	1690.88	401.40	0.00	0.00	0.00	0.00	2092.28	1654.75	399.28	0.00	0.00	0.00	0.00	2054.03	1536.40	392.35	0.00	0.00	0.00	0.00	1928.75	1199.02	378.51	0.00	0.00	0.00	0.00	1577.53	819.02	352.34	0.00	0.00	0.00	0.00	1171.36	374.14	298.30	0.00	0.00	0.00	0.00	672.45	29.89	158.88	0.00	0.00	0.00	0.00	188.77	
8	1.00	2.00	0.70	0.00	17.97	17.47	18.10	17.37	15.57	18.27	19.87	16.88	18.08	0.00	0.0000	0.0000	1.9893	4.37	128.77	0.00	0.00	0.00	0.00	133.14	249.28	241.78	0.00	0.00	0.00	0.00	491.05	635.72	285.57	0.00	0.00	0.00	0.00	921.29	1028.07	306.78	0.00	0.00	0.00	0.00	1334.86	1368.58	318.00	0.00	0.00	0.00	0.00	1686.58	1594.09	323.62	0.00	0.00	0.00	0.00	1917.71	1713.66	325.34	0.00	0.00	0.00	0.00	2039.00	1669.20	323.62	0.00	0.00	0.00	0.00	1992.82	1507.63	318.00	0.00	0.00	0.00	0.00	1825.63	1205.13	306.78	0.00	0.00	0.00	0.00	1511.91	820.52	285.57	0.00	0.00	0.00	0.00	1106.10	381.81	241.78	0.00	0.00	0.00	0.00	623.58	3.70	128.77	0.00	0.00	0.00	0.00	132.47	
8	1.00	2.00	0.80	0.00	19.87	16.88	18.08	17.37	15.57	18.27	18.42	15.24	18.26	0.00	0.0000	0.0000	1.1044	4.45	129.17	0.00	0.00	1.39	0.00	135.01	250.09	242.53	0.00	0.00	2.61	0.00	495.23	652.46	286.47	0.00	0.00	3.08	0.00	942.01	1059.69	307.74	0.00	0.00	3.31	0.00	1370.74	1371.04	319.00	0.00	0.00	3.43	0.00	1693.47	1608.62	324.63	0.00	0.00	3.49	0.00	1936.74	1707.95	326.36	0.00	0.00	3.51	0.00	2037.82	1653.72	324.63	0.00	0.00	3.49	0.00	1981.84	1489.69	319.00	0.00	0.00	3.43	0.00	1812.12	1224.30	307.74	0.00	0.00	3.31	0.00	1535.35	832.22	286.47	0.00	0.00	3.08	0.00	1121.77	380.82	242.53	0.00	0.00	2.61	0.00	625.96	3.93	129.17	0.00	0.00	1.39	0.00	134.50	
8	1.00	2.00	1.00	0.00	17.37	15.57	18.27	17.18	14.96	18.33	18.42	15.24	18.26	0.00	0.0000	0.0000	0.3532	0.00	112.93	0.00	0.00	0.00	0.00	112.93	239.95	212.03	0.00	0.00	0.00	0.00	451.98	624.57	250.44	0.00	0.00	0.00	0.00	875.01	997.33	269.04	0.00	0.00	0.00	0.00	1266.36	1360.40	278.88	0.00	0.00	0.00	0.00	1639.27	1598.39	283.80	0.00	0.00	0.00	0.00	1882.19	1665.95	285.31	0.00	0.00	0.00	0.00	1951.27	1692.41	283.80	0.00	0.00	0.00	0.00	1976.22	1442.85	278.88	0.00	0.00	0.00	0.00	1721.72	1190.36	269.04	0.00	0.00	0.00	0.00	1459.39	853.58	250.44	0.00	0.00	0.00	0.00	1104.02	346.59	212.03	0.00	0.00	0.00	0.00	558.62	0.00	112.93	0.00	0.00	0.00	0.00	112.93	
8	1.00	2.00	0.10	0.00	19.15	21.28	17.77	18.56	19.38	17.94	18.66	21.43	17.78	0.00	0.0000	0.0000	0.5117	0.00	0.00	0.00	9.60	131.90	0.00	141.49	0.00	0.00	0.00	251.47	247.65	0.00	499.12	0.00	0.00	0.00	646.59	292.51	0.00	939.10	0.00	0.00	0.00	1043.59	314.23	0.00	1357.83	0.00	0.00	0.00	1365.69	325.72	0.00	1691.41	0.00	0.00	0.00	1589.86	331.48	0.00	1921.33	0.00	0.00	0.00	1792.33	333.24	0.00	2125.57	0.00	0.00	0.00	1719.64	331.48	0.00	2051.12	0.00	0.00	0.00	1422.59	325.72	0.00	1748.32	0.00	0.00	0.00	1221.23	314.23	0.00	1535.46	0.00	0.00	0.00	732.81	292.51	0.00	1025.32	0.00	0.00	0.00	380.28	247.65	0.00	627.92	0.00	0.00	0.00	25.09	131.90	0.00	156.99	
8	1.00	2.00	0.20	0.00	18.66	21.43	17.78	18.56	19.38	17.94	16.70	19.95	17.96	0.00	0.0000	0.0000	1.9418	0.00	0.00	0.00	1.17	138.24	0.00	139.41	0.00	0.00	0.00	244.07	259.56	0.00	503.63	0.00	0.00	0.00	639.92	306.58	0.00	946.50	0.00	0.00	0.00	1041.53	329.35	0.00	1370.88	0.00	0.00	0.00	1387.08	341.39	0.00	1728.48	0.00	0.00	0.00	1598.91	347.42	0.00	1946.33	0.00	0.00	0.00	1702.14	349.27	0.00	2051.41	0.00	0.00	0.00	1667.31	347.42	0.00	2014.74	0.00	0.00	0.00	1514.54	341.39	0.00	1855.94	0.00	0.00	0.00	1217.07	329.35	0.00	1546.42	0.00	0.00	0.00	814.10	306.58	0.00	1120.68	0.00	0.00	0.00	384.69	259.56	0.00	644.25	0.00	0.00	0.00	0.49	138.24	0.00	138.73	
8	1.00	2.00	0.40	0.00	18.56	19.38	17.94	17.97	17.47	18.10	16.70	19.95	17.96	0.00	0.0000	0.0000	1.9508	0.00	0.00	0.00	1.84	138.39	0.00	140.23	0.00	0.00	0.00	257.42	259.84	0.00	517.26	0.00	0.00	0.00	648.27	306.91	0.00	955.18	0.00	0.00	0.00	1042.55	329.70	0.00	1372.25	0.00	0.00	0.00	1380.68	341.76	0.00	1722.44	0.00	0.00	0.00	1617.06	347.80	0.00	1964.86	0.00	0.00	0.00	1720.90	349.65	0.00	2070.54	0.00	0.00	0.00	1676.64	347.80	0.00	2024.43	0.00	0.00	0.00	1485.16	341.76	0.00	1826.92	0.00	0.00	0.00	1188.16	329.70	0.00	1517.86	0.00	0.00	0.00	817.88	306.91	0.00	1124.79	0.00	0.00	0.00	378.08	259.84	0.00	637.92	0.00	0.00	0.00	0.00	138.39	0.00	138.39	
8	1.00	2.00	0.50	0.00	16.70	19.95	17.96	17.97	17.47	18.10	16.06	18.07	18.13	0.00	0.0000	0.0000	1.9948	0.00	0.00	0.00	0.00	148.41	0.00	148.41	0.00	0.00	0.00	253.31	278.64	0.00	531.95	0.00	0.00	0.00	648.70	329.12	0.00	977.82	0.00	0.00	0.00	1036.61	353.56	0.00	1390.17	0.00	0.00	0.00	1350.18	366.49	0.00	1716.67	0.00	0.00	0.00	1614.63	372.97	0.00	1987.60	0.00	0.00	0.00	1578.78	374.95	0.00	1953.73	0.00	0.00	0.00	1664.57	372.97	0.00	2037.53	0.00	0.00	0.00	1518.04	366.49	0.00	1884.53	0.00	0.00	0.00	1224.56	353.56	0.00	1578.13	0.00	0.00	0.00	814.56	329.12	0.00	1143.68	0.00	0.00	0.00	382.32	278.64	0.00	660.96	0.00	0.00	0.00	0.00	148.41	0.00	148.41	
8	1.00	2.00	0.50	0.00	16.70	19.95	17.96	16.06	18.07	18.13	15.73	18.17	18.14	0.00	0.0000	0.0000	0.3436	0.00	0.00	0.00	0.00	102.69	0.00	102.69	0.00	0.00	0.00	246.65	192.80	0.00	439.45	0.00	0.00	0.00	642.01	227.73	0.00	869.74	0.00	0.00	0.00	1025.18	244.64	0.00	1269.82	0.00	0.00	0.00	1440.76	253.59	0.00	1694.35	0.00	0.00	0.00	1546.38	258.07	0.00	1804.45	0.00	0.00	0.00	1511.01	259.44	0.00	1770.45	0.00	0.00	0.00	1884.65	258.07	0.00	2142.72	0.00	0.00	0.00	1483.14	253.59	0.00	1736.73	0.00	0.00	0.00	1157.46	244.64	0.00	1402.10	0.00	0.00	0.00	834.62	227.73	0.00	1062.35	0.00	0.00	0.00	383.67	192.80	0.00	576.48	0.00	0.00	0.00	0.00	102.69	0.00	102.69	
8	1.00	2.00	0.70	0.00	17.97	17.47	18.10	17.37	15.57	18.27	16.06	18.07	18.13	0.00	0.0000	0.0000	2.0020	0.00	0.00	0.00	0.00	144.81	0.00	144.81	0.00	0.00	0.00	246.13	271.90	0.00	518.03	0.00	0.00	0.00	646.39	321.15	0.00	967.54	0.00	0.00	0.00	1055.62	345.00	0.00	1400.62	0.00	0.00	0.00	1381.73	357.62	0.00	1739.35	0.00	0.00	0.00	1600.58	363.94	0.00	1964.52	0.00	0.00	0.00	1633.67	365.87	0.00	1999.54	0.00	0.00	0.00	1683.52	363.94	0.00	2047.45	0.00	0.00	0.00	1498.09	357.62	0.00	1855.70	0.00	0.00	0.00	1225.88	345.00	0.00	1570.88	0.00	0.00	0.00	822.67	321.15	0.00	1143.82	0.00	0.00	0.00	382.52	271.90	0.00	654.42	0.00	0.00	0.00	0.00	144.81	0.00	144.81	
8	1.00	2.00	0.80	0.00	16.06	18.07	18.13	17.37	15.57	18.27	16.33	15.90	18.29	0.00	0.0000	0.0000	1.0883	0.00	0.00	0.00	0.00	143.76	0.00	143.76	0.00	0.00	0.00	253.78	269.92	0.00	523.70	0.00	0.00	0.00	628.30	318.82	0.00	947.12	0.00	0.00	0.00	1033.55	342.50	0.00	1376.05	0.00	0.00	0.00	1391.25	355.03	0.00	1746.28	0.00	0.00	0.00	1617.08	361.30	0.00	1978.37	0.00	0.00	0.00	1478.73	363.22	0.00	1841.94	0.00	0.00	0.00	1632.33	361.30	0.00	1993.63	0.00	0.00	0.00	1498.27	355.03	0.00	1853.30	0.00	0.00	0.00	1190.15	342.50	0.00	1532.65	0.00	0.00	0.00	803.95	318.82	0.00	1122.77	0.00	0.00	0.00	383.55	269.92	0.00	653.48	0.00	0.00	0.00	0.00	143.76	0.00	143.76	
8	1.00	2.00	0.70	0.00	16.06	18.07	18.13	16.33	15.90	18.29	15.73	18.17	18.14	0.00	0.0000	0.0000	0.3462	0.00	0.00	0.00	0.00	132.93	0.00	132.93	0.00	0.00	0.00	244.79	249.58	0.00	494.37	0.00	0.00	0.00	679.65	294.80	0.00	974.45	0.00	0.00	0.00	1050.26	316.69	0.00	1366.95	0.00	0.00	0.00	1387.84	328.27	0.00	1716.11	0.00	0.00	0.00	1534.71	334.07	0.00	1868.78	0.00	0.00	0.00	1749.55	335.85	0.00	2085.39	0.00	0.00	0.00	1678.59	334.07	0.00	2012.66	0.00	0.00	0.00	1471.95	328.27	0.00	1800.22	0.00	0.00	0.00	1181.55	316.69	0.00	1498.24	0.00	0.00	0.00	828.32	294.80	0.00	1123.12	0.00	0.00	0.00	389.85	249.58	0.00	639.43	0.00	0.00	0.00	0.00	132.93	0.00	132.93	
8	1.00	2.00	1.00	0.00	17.37	15.57	18.27	17.18	14.96	18.33	16.33	15.90	18.29	0.00	0.0000	0.0000	0.3501	0.00	0.00	0.00	0.00	100.76	0.00	100.76	0.00	0.00	0.00	242.01	189.18	0.00	431.19	0.00	0.00	0.00	587.96	223.45	0.00	811.41	0.00	0.00	0.00	1070.82	240.05	0.00	1310.86	0.00	0.00	0.00	1247.38	248.82	0.00	1496.21	0.00	0.00	0.00	1517.33	253.22	0.00	1770.55	0.00	0.00	0.00	1729.73	254.57	0.00	1984.30	0.00	0.00	0.00	1707.00	253.22	0.00	1960.22	0.00	0.00	0.00	1538.44	248.82	0.00	1787.26	0.00	0.00	0.00	1233.06	240.05	0.00	1473.11	0.00	0.00	0.00	818.94	223.45	0.00	1042.39	0.00	0.00	0.00	385.43	189.18	0.00	574.61	0.00	0.00	0.00	0.00	100.76	0.00	100.76	
